City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Novopokrovka,UA,2022-02-01 21:42:55,49.8425,36.5477,21.58,98,95,2.95
297,Hassleholm,SE,2022-02-01 21:40:53,56.1591,13.7664,36.25,97,100,4.5
298,Berlevag,NO,2022-02-01 21:42:56,70.8578,29.0864,15.75,73,0,9.22
299,Mount Gambier,AU,2022-02-01 21:42:57,-37.8333,140.7667,55.31,67,100,11.5
300,Paradise Valley,US,2022-02-01 21:42:57,33.5312,-111.9427,70.59,20,0,1.01
301,Zafra,ES,2022-02-01 21:42:57,38.4167,-6.4167,49.33,64,0,3.6
302,Mayya,RU,2022-02-01 21:42:58,61.7333,130.2811,-18.69,97,100,6.11
303,Lakes Entrance,AU,2022-02-01 21:42:58,-37.8811,147.981,62.17,58,26,14.27
304,Fukue,JP,2022-02-01 21:42:59,32.6881,128.8419,45.01,58,20,13.31
305,Pauini,BR,2022-02-01 21:42:59,-7.7136,-66.9764,76.82,91,95,2.28
306,Salinopolis,BR,2022-02-01 21:43:00,-0.6136,-47.3561,79.59,84,79,10.83
307,Waipawa,NZ,2022-02-01 21:43:00,-41.4122,175.5153,70.43,48,100,9.06
308,Vangaindrano,MG,2022-02-01 21:43:01,-23.35,47.6,73.13,86,5,5.7
309,Uyuni,BO,2022-02-01 21:43:01,-20.4597,-66.825,54.16,58,90,11.16
310,Sorong,ID,2022-02-01 21:43:02,-0.8833,131.25,78.87,78,100,5.59
311,Peniche,PT,2022-02-01 21:43:03,39.3558,-9.3811,55.96,67,0,6.2
312,Valparaiso,CL,2022-02-01 21:43:03,-33.0393,-71.6273,69.44,63,0,6.91
313,Turayf,SA,2022-02-01 21:43:03,31.6725,38.6637,44.85,70,20,0.0
314,Dunedin,NZ,2022-02-01 21:41:48,-45.8742,170.5036,67.6,68,100,12.73
315,Niamey,NE,2022-02-01 21:43:04,13.5137,2.1098,73.69,11,28,4.61
316,Birchis,RO,2022-02-01 21:43:05,45.9667,22.1667,29.64,94,85,2.37
317,Chara,RU,2022-02-01 21:43:05,56.9064,118.2631,-22.18,88,53,1.32
318,Scottsbluff,US,2022-02-01 21:41:02,41.8666,-103.6672,31.8,55,100,7.0
319,Kiama,AU,2022-02-01 21:40:55,-34.6833,150.8667,69.39,90,100,1.01
320,Vila Franca Do Campo,PT,2022-02-01 21:38:36,37.7167,-25.4333,58.19,80,82,11.72
321,Agadez,NE,2022-02-01 21:43:07,19.75,10.25,53.13,23,3,1.45
322,Marzuq,YE,2022-02-01 21:43:07,14.4,46.4667,62.92,77,50,3.98
323,Tuensang,IN,2022-02-01 21:43:07,26.2833,94.8333,46.76,97,92,2.57
324,Petaluma,US,2022-02-01 21:39:30,38.2324,-122.6367,65.32,22,0,13.8
325,West Wendover,US,2022-02-01 21:44:08,40.7391,-114.0733,31.71,29,2,5.19
326,Nikolskoye,RU,2022-02-01 21:44:09,59.7035,30.7861,24.69,98,100,2.62
327,Cockburn Town,TC,2022-02-01 21:44:01,21.4612,-71.1419,75.27,77,3,20.24
328,Vostok,RU,2022-02-01 21:44:10,46.4856,135.8833,-8.63,99,100,4.61
329,Antalaha,MG,2022-02-01 21:44:10,-14.9003,50.2788,74.28,86,89,6.15
330,North Bend,US,2022-02-01 21:44:11,43.4065,-124.2243,47.16,91,100,10.36
331,Saldanha,ZA,2022-02-01 21:44:11,-33.0117,17.9442,66.25,97,36,11.07
332,Kommunisticheskiy,RU,2022-02-01 21:44:12,61.6789,64.4819,7.5,96,100,6.49
333,Kloulklubed,PW,2022-02-01 21:44:13,7.0419,134.2556,81.1,78,100,19.17
334,Hobyo,SO,2022-02-01 21:44:13,5.3505,48.5268,77.52,83,100,17.63
335,Honningsvag,NO,2022-02-01 21:44:14,70.9821,25.9704,22.75,63,74,19.57
336,Dasoguz,TM,2022-02-01 21:44:14,41.8363,59.9666,30.31,93,83,4.61
337,Ovalle,CL,2022-02-01 21:44:15,-30.5983,-71.2003,77.77,48,19,8.39
338,Erzin,TR,2022-02-01 21:44:15,36.9559,36.2,46.92,86,90,5.01
339,Hamamatsu,JP,2022-02-01 21:44:15,34.7,137.7333,38.01,75,6,8.01
340,Domoni,KM,2022-02-01 21:44:16,-12.2569,44.5319,79.38,82,100,3.56
341,Catamarca,AR,2022-02-01 21:40:43,-28.4696,-65.7852,85.59,44,24,20.98
342,Kozhevnikovo,RU,2022-02-01 21:44:17,56.2589,83.9714,19.22,95,100,8.57
343,Monte Carmelo,BR,2022-02-01 21:44:18,-18.7247,-47.4986,70.02,90,89,3.91
344,Kyra,RU,2022-02-01 21:44:18,49.5776,111.9753,-9.83,92,54,4.36
345,Bartica,GY,2022-02-01 21:44:19,6.4,-58.6167,84.52,92,98,3.56
346,Katra,IN,2022-02-01 21:44:19,32.9833,74.95,43.83,58,29,8.9
347,Port-Gentil,GA,2022-02-01 21:44:20,-0.7193,8.7815,82.36,83,40,8.05
348,Nurota,UZ,2022-02-01 21:44:20,40.5614,65.6886,39.29,41,100,1.3
349,Talnakh,RU,2022-02-01 21:44:21,69.4865,88.3972,6.21,95,100,8.55
350,Ribeira Grande,PT,2022-02-01 21:44:21,38.5167,-28.7,59.4,77,20,10.36
351,Vilhena,BR,2022-02-01 21:43:24,-12.7406,-60.1458,79.02,73,40,9.22
352,Sorland,NO,2022-02-01 21:44:22,67.667,12.6934,26.67,58,100,18.54
353,Juneau,US,2022-02-01 21:40:44,58.3019,-134.4197,24.85,75,100,6.91
354,Goundi,TD,2022-02-01 21:44:23,9.3627,17.366,72.9,17,4,4.65
355,Bayan,CN,2022-02-01 21:44:23,46.0833,127.4,-11.22,99,66,3.8
356,San Ramon,US,2022-02-01 21:42:35,37.7799,-121.978,61.56,26,0,5.01
357,Puerto Escondido,MX,2022-02-01 21:44:24,15.85,-97.0667,84.07,59,1,14.07
358,Cartagena,CO,2022-02-01 21:44:25,10.3997,-75.5144,85.62,66,20,16.11
359,Raudeberg,NO,2022-02-01 21:44:25,61.9875,5.1352,38.07,82,100,3.0
360,Prachin Buri,TH,2022-02-01 21:44:26,14.0833,101.6667,73.85,89,27,2.77
361,Paliyad,IN,2022-02-01 21:44:26,22.25,71.5667,68.63,49,1,4.97
362,Jijiga,ET,2022-02-01 21:44:27,9.35,42.8,61.66,51,93,11.03
363,Penzance,GB,2022-02-01 21:44:27,50.1186,-5.5371,49.21,94,79,17.25
364,San Javier,ES,2022-02-01 21:44:28,37.8063,-0.8374,53.22,74,0,1.01
365,Leningradskiy,RU,2022-02-01 21:44:28,69.3833,178.4167,-12.24,95,45,10.74
366,Usak,TR,2022-02-01 21:41:08,38.5,29.4167,36.91,90,100,11.18
367,Hammerfest,NO,2022-02-01 21:45:29,70.6634,23.6821,25.25,39,0,9.22
368,Novoagansk,RU,2022-02-01 21:45:29,61.9449,76.6625,-4.81,100,95,4.56
369,Saint-Pierre,RE,2022-02-01 21:45:30,-21.3393,55.4781,80.24,89,75,31.07
370,Urumqi,CN,2022-02-01 21:45:30,43.801,87.6005,-3.05,85,40,4.47
371,Sioux Lookout,CA,2022-02-01 21:45:31,50.1001,-91.917,8.67,78,100,17.27
372,Mahebourg,MU,2022-02-01 21:45:31,-20.4081,57.7,79.25,100,75,18.41
373,Aklavik,CA,2022-02-01 21:45:32,68.2191,-135.0107,-8.57,77,75,2.3
374,Suez,EG,2022-02-01 21:45:32,29.9737,32.5263,55.51,58,0,4.45
375,Westport,US,2022-02-01 21:45:33,41.1415,-73.3579,37.22,66,100,1.01
376,Gbadolite,CD,2022-02-01 21:45:33,4.2833,21.0167,75.34,26,50,2.1
377,Torbay,CA,2022-02-01 21:45:34,47.6666,-52.7314,24.39,59,20,17.27
378,Patos De Minas,BR,2022-02-01 21:45:34,-18.5789,-46.5181,73.31,88,99,2.44
379,Baglung,NP,2022-02-01 21:45:35,28.2719,83.5898,42.84,72,33,5.41
380,Sitka,US,2022-02-01 21:45:35,57.0531,-135.33,33.69,69,75,4.61
381,Buala,SB,2022-02-01 21:45:36,-8.145,159.5921,83.1,79,100,8.03
382,Orange,US,2022-02-01 21:45:37,33.7,-117.7675,65.8,62,75,1.01
383,Chiredzi,ZW,2022-02-01 21:45:37,-21.05,31.6667,73.72,68,1,4.74
384,Navalcarnero,ES,2022-02-01 21:45:38,40.2891,-4.012,53.83,71,0,3.15
385,Vao,NC,2022-02-01 21:45:38,-22.6667,167.4833,77.88,82,45,15.88
386,Quatre Cocos,MU,2022-02-01 21:45:39,-20.2078,57.7625,79.09,92,100,29.89
387,Kiunga,PG,2022-02-01 21:45:40,-6.1219,141.2906,72.27,98,100,0.43
388,Avera,US,2022-02-01 21:45:40,33.194,-82.5271,64.44,54,0,7.83
389,Beipiao,CN,2022-02-01 21:45:41,41.7919,120.7792,0.68,86,5,3.83
390,Gurjaani,GE,2022-02-01 21:45:41,41.7429,45.8011,41.77,45,53,4.12
391,La Cruz,MX,2022-02-01 21:45:42,23.9167,-106.9,73.56,39,1,7.4
392,Faya,SA,2022-02-01 21:45:43,18.3851,42.4509,55.92,64,12,4.43
393,Dawlatabad,AF,2022-02-01 21:45:44,36.4141,64.9053,47.77,58,100,4.76
394,La Ronge,CA,2022-02-01 21:45:44,55.1001,-105.2842,-5.55,54,40,11.5
395,Boras,SE,2022-02-01 21:45:44,57.721,12.9401,30.83,94,96,3.38
396,Praia,CV,2022-02-01 21:45:45,14.9215,-23.5087,73.94,73,99,10.36
397,Rio Grande,BR,2022-02-01 21:45:45,-32.035,-52.0986,78.91,58,0,11.23
398,Santiago De Cao,PE,2022-02-01 21:45:46,-7.9589,-79.2392,66.33,88,75,10.36
399,Paamiut,GL,2022-02-01 21:45:46,61.994,-49.6678,12.29,87,100,7.54
400,Kulu,TR,2022-02-01 21:45:47,39.0951,33.0799,30.22,97,99,6.58
401,Togur,RU,2022-02-01 21:45:47,58.3631,82.8265,18.36,95,100,8.05
402,Gao,ML,2022-02-01 21:45:48,16.6362,1.637,66.88,11,74,9.31
403,Kenai,US,2022-02-01 21:45:48,60.5544,-151.2583,21.02,92,100,25.32
404,Ormoz,SI,2022-02-01 21:45:49,46.4114,16.1544,36.82,80,51,9.31
405,Aracati,BR,2022-02-01 21:45:49,-4.5617,-37.7697,81.21,74,32,13.02
406,Toora-Khem,RU,2022-02-01 21:45:50,52.4675,96.11,-23.8,100,93,0.89
407,Cayenne,GF,2022-02-01 21:45:50,4.9333,-52.3333,73.44,92,75,6.91
408,Benjamin Aceval,PY,2022-02-01 21:46:51,-24.9667,-57.5667,102.6,18,60,4.56
409,Lerwick,GB,2022-02-01 21:46:52,60.1545,-1.1494,35.6,64,100,24.05
410,Kalmunai,LK,2022-02-01 21:46:52,7.4167,81.8167,72.68,76,0,2.91
411,Padang,ID,2022-02-01 21:46:53,-0.9492,100.3543,76.06,86,100,2.62
412,West Des Moines,US,2022-02-01 21:46:53,41.572,-93.7453,28.98,65,100,13.0
413,Bubaque,GW,2022-02-01 21:46:54,11.2833,-15.8333,78.44,81,4,9.08
414,Sundargarh,IN,2022-02-01 21:46:54,22.1167,84.0333,58.8,40,2,3.94
415,Buraydah,SA,2022-02-01 21:46:55,26.326,43.975,48.65,41,0,8.16
416,Rocha,UY,2022-02-01 21:42:28,-34.4833,-54.3333,66.0,67,0,8.88
417,Warri,NG,2022-02-01 21:46:56,5.5167,5.75,78.26,68,24,4.29
418,Bridlington,GB,2022-02-01 21:46:56,54.0831,-0.1919,50.18,73,99,19.13
419,Wuwei,CN,2022-02-01 21:46:57,37.9281,102.6414,18.7,42,63,2.48
420,San Patricio,US,2022-02-01 21:46:57,28.017,-97.5169,77.09,45,5,1.86
421,Taoudenni,ML,2022-02-01 21:46:58,22.6783,-3.9836,72.41,18,4,9.93
422,Yerofey Pavlovich,RU,2022-02-01 21:46:58,53.9667,121.9667,-12.68,94,98,3.71
423,Erenhot,CN,2022-02-01 21:46:59,43.6475,111.9767,-0.72,89,3,5.91
424,Inuvik,CA,2022-02-01 21:46:59,68.3499,-133.7218,-8.54,80,75,4.61
425,Show Low,US,2022-02-01 21:44:54,34.2542,-110.0298,50.68,24,40,13.8
426,Dambulla,LK,2022-02-01 21:47:00,7.86,80.6517,63.36,96,5,3.11
427,Hervey Bay,AU,2022-02-01 21:47:01,-25.2986,152.8535,84.04,78,100,12.75
428,Haines Junction,CA,2022-02-01 21:47:01,60.7522,-137.5108,-27.45,68,99,3.44
429,The Pas,CA,2022-02-01 21:44:47,53.8251,-101.2541,-9.38,70,100,17.27
430,Maneadero,MX,2022-02-01 21:47:02,31.7167,-116.5667,62.19,75,67,5.99
431,Kalmar,SE,2022-02-01 21:47:02,56.6616,16.3616,33.15,97,100,5.75
432,Pitimbu,BR,2022-02-01 21:47:03,-7.4706,-34.8086,81.19,73,25,8.28
433,Riyadh,SA,2022-02-01 21:47:03,24.6877,46.7219,55.54,33,0,9.44
434,Riverton,US,2022-02-01 21:47:04,40.5219,-111.9391,35.01,46,0,7.0
435,Jonesboro,US,2022-02-01 21:45:09,35.8423,-90.7043,65.97,52,100,13.0
436,Severnoye,RU,2022-02-01 21:47:04,56.3491,78.3619,9.82,98,89,4.61
437,Tazovskiy,RU,2022-02-01 21:47:05,67.4667,78.7,-9.72,100,95,4.97
438,Nishihara,JP,2022-02-01 21:42:06,26.1842,127.7558,62.65,94,100,8.05
439,Ilulissat,GL,2022-02-01 21:47:06,69.2167,-51.1,1.42,51,75,3.44
440,Grand Gaube,MU,2022-02-01 21:47:06,-20.0064,57.6608,79.38,88,100,14.0
441,Dakar,SN,2022-02-01 21:43:42,14.6937,-17.4441,77.88,78,28,6.91
442,Chala,TZ,2022-02-01 21:47:07,-7.5833,31.2667,57.09,97,100,1.95
443,Yarmouth,US,2022-02-01 21:47:07,41.7057,-70.2286,36.97,84,100,1.99
444,Nichinan,JP,2022-02-01 21:47:08,31.6,131.3667,38.88,69,60,4.68
445,Okitipupa,NG,2022-02-01 21:47:09,6.5047,4.7839,69.85,76,0,2.64
446,San Rafael,AR,2022-02-01 21:47:09,-34.6177,-68.3301,93.42,23,45,10.78
447,Zhumadian,CN,2022-02-01 21:47:10,32.9794,114.0294,32.54,45,100,2.66
448,Lauro Muller,BR,2022-02-01 21:47:10,-28.3928,-49.3967,69.94,99,91,2.13
449,Auki,SB,2022-02-01 21:47:11,-8.7676,160.7034,82.13,81,98,5.77
450,Xining,CN,2022-02-01 21:47:11,36.6167,101.7667,10.99,74,94,2.44
451,Agadir,MA,2022-02-01 21:47:12,30.4202,-9.5982,61.25,49,64,3.87
452,Paka,MY,2022-02-01 21:47:12,4.6374,103.4368,73.33,94,57,1.14
453,Skibbereen,IE,2022-02-01 21:48:13,51.55,-9.2667,48.0,85,46,13.51
454,Egvekinot,RU,2022-02-01 21:48:14,66.3167,-179.1667,-5.17,84,98,17.09
455,Chongwe,ZM,2022-02-01 21:48:14,-15.3292,28.682,64.18,98,41,2.8
456,Herouville-Saint-Clair,FR,2022-02-01 21:48:15,49.2109,-0.3065,50.76,93,100,18.41
457,Nhulunbuy,AU,2022-02-01 21:48:15,-12.2333,136.7667,79.41,94,40,2.3
458,Cururupu,BR,2022-02-01 21:43:20,-1.8283,-44.8683,75.67,94,81,3.87
459,Manadhoo,MV,2022-02-01 21:48:16,5.7667,73.3833,81.97,76,9,13.87
460,Sao Filipe,CV,2022-02-01 21:48:17,14.8961,-24.4956,74.34,78,83,0.89
461,Palu,ID,2022-02-01 21:48:17,-0.8917,119.8707,73.54,90,100,3.74
462,Shamkhal,RU,2022-02-01 21:48:18,43.0596,47.3373,26.58,85,29,4.07
463,Nome,US,2022-02-01 21:45:39,64.5011,-165.4064,19.47,53,0,26.46
464,Hun,LY,2022-02-01 21:48:19,29.1268,15.9477,49.35,57,36,10.65
465,Tambun,ID,2022-02-01 21:48:19,-6.2641,107.0712,80.49,82,87,1.79
466,Jalu,LY,2022-02-01 21:48:20,29.0331,21.5482,56.89,35,71,12.97
467,Soloneshnoye,RU,2022-02-01 21:48:20,51.6544,84.3197,3.54,94,39,5.5
468,Saint-Prosper,CA,2022-02-01 21:48:21,46.2117,-70.4811,23.29,92,81,5.06
469,Santa Rosa,PH,2022-02-01 21:48:21,14.3122,121.1114,75.18,81,35,9.22
470,Tolmachevo,RU,2022-02-01 21:48:22,54.9824,82.7363,21.18,86,100,13.42
471,Lake City,US,2022-02-01 21:47:53,30.1897,-82.6393,70.63,37,0,6.91
472,Mocuba,MZ,2022-02-01 21:48:22,-16.8392,36.9856,70.84,96,0,1.39
473,Bodden Town,KY,2022-02-01 21:48:23,19.2833,-81.25,81.0,74,20,8.01
474,Donja Dubica,BA,2022-02-01 21:48:23,45.075,18.4114,32.47,84,6,6.49
475,San Ignacio,BZ,2022-02-01 21:48:24,17.1561,-89.0714,82.6,61,23,8.08
476,Buritis,BR,2022-02-01 21:48:24,-15.6178,-46.4233,76.71,76,90,0.85
477,Talaya,RU,2022-02-01 21:48:25,61.3833,152.75,-10.68,99,100,4.9
478,Sangar,RU,2022-02-01 21:48:25,63.9242,127.4739,-32.53,99,100,2.37
479,Oranjestad,AW,2022-02-01 21:48:26,12.524,-70.027,84.15,70,40,19.57
480,Tekeli,KZ,2022-02-01 21:48:26,44.83,78.8239,14.72,62,1,10.58
481,Sarkand,KZ,2022-02-01 21:48:27,45.41,79.9186,15.8,67,4,7.61
482,Masumbwe,TZ,2022-02-01 21:48:27,-3.6333,32.1833,63.41,95,97,1.68
483,Gra Liyia,GR,2022-02-01 21:48:28,35.0167,25.6833,60.13,74,100,14.0
484,Marsh Harbour,BS,2022-02-01 21:48:28,26.5412,-77.0636,68.18,56,100,16.62
485,Boralday,KZ,2022-02-01 21:48:29,43.3578,76.8594,22.86,93,100,4.47
486,Merauke,ID,2022-02-01 21:48:29,-8.4667,140.3333,75.13,90,100,8.88
487,Gbarnga,LR,2022-02-01 21:48:30,6.9956,-9.4722,68.92,44,100,2.98
488,Matongo,TZ,2022-02-01 21:48:30,-2.3833,34.0833,62.1,94,96,4.32
489,Chitrakonda,IN,2022-02-01 21:48:31,18.1167,82.0833,59.04,42,0,2.51
490,Deputatskiy,RU,2022-02-01 21:48:31,69.3,139.9,-15.32,99,100,0.29
491,Brodokalmak,RU,2022-02-01 21:48:32,55.5748,62.082,23.9,89,99,15.75
492,Eidsvag,NO,2022-02-01 21:48:32,62.7767,8.0668,32.65,92,100,6.13
493,Turochak,RU,2022-02-01 21:48:33,52.2576,87.1224,-0.45,100,89,2.24
494,Kodiak,US,2022-02-01 21:48:33,57.79,-152.4072,38.71,100,100,9.22
495,Kvarkeno,RU,2022-02-01 21:48:34,52.0833,59.725,19.56,83,100,13.35
496,Bakel,SN,2022-02-01 21:48:34,14.905,-12.4568,81.25,12,12,10.25
497,Jiuquan,CN,2022-02-01 21:48:35,39.7432,98.5174,19.29,31,34,5.99
498,Pangody,RU,2022-02-01 21:48:35,65.85,74.4859,-19.55,100,100,4.83
499,Sachin,IN,2022-02-01 21:48:36,21.0833,72.8833,69.84,56,19,2.66
500,Phuket,TH,2022-02-01 21:48:36,8.0,98.25,73.62,100,20,0.0
501,Monrovia,LR,2022-02-01 21:49:37,6.3005,-10.7969,78.57,84,82,8.61
502,Verkhnyaya Sinyachikha,RU,2022-02-01 21:49:37,57.976,61.6673,21.85,90,100,9.13
503,High Prairie,CA,2022-02-01 21:49:38,55.4334,-116.4858,-2.9,80,76,8.86
504,Ponce,PR,2022-02-01 21:48:37,18.073,-66.6185,78.6,77,55,3.51
505,Luwuk,ID,2022-02-01 21:49:39,-0.9516,122.7875,77.09,74,100,4.81
506,Okhotsk,RU,2022-02-01 21:49:39,59.3833,143.3,-2.43,77,7,16.64
507,Vacha,RU,2022-02-01 21:49:40,55.8008,42.7706,24.75,91,100,10.45
508,Manzhouli,CN,2022-02-01 21:49:41,49.6,117.4333,-15.27,93,16,6.8
509,Bambanglipuro,ID,2022-02-01 21:49:41,-7.95,110.2833,61.61,86,65,4.43
510,Zhigalovo,RU,2022-02-01 21:49:42,54.8097,105.1578,-18.11,100,100,0.51
511,Kaeo,NZ,2022-02-01 21:49:42,-35.1,173.7833,75.33,82,100,13.38
512,Axim,GH,2022-02-01 21:49:43,4.8699,-2.2405,79.65,83,100,6.2
513,Witu,KE,2022-02-01 21:49:43,-2.3889,40.4382,78.96,92,90,6.33
514,Hornepayne,CA,2022-02-01 21:49:44,49.2138,-84.7705,28.53,83,100,17.52
515,Mariinsk,RU,2022-02-01 21:49:44,56.2139,87.7472,3.74,98,98,4.14
516,Kangaatsiaq,GL,2022-02-01 21:49:45,68.3065,-53.4641,2.64,94,100,6.78
517,Salalah,OM,2022-02-01 21:49:45,17.0151,54.0924,68.09,52,0,5.75
518,Awjilah,LY,2022-02-01 21:49:46,29.1081,21.2869,56.95,35,58,13.18
519,Ode,NG,2022-02-01 21:49:46,7.7899,5.7117,73.72,17,0,2.39
520,Sakakah,SA,2022-02-01 21:49:47,29.9697,40.2064,45.97,49,0,7.4
521,Vydrino,RU,2022-02-01 21:49:47,51.485,104.8461,9.99,96,100,1.92
522,Jati,PK,2022-02-01 21:49:48,24.3539,68.2671,68.58,69,1,8.57
523,Cap Malheureux,MU,2022-02-01 21:49:48,-19.9842,57.6142,79.47,88,100,14.0
524,Bokoro,TD,2022-02-01 21:49:49,12.3807,17.0568,66.79,18,2,9.86
525,Hovd,MN,2022-02-01 21:49:49,48.0056,91.6419,-6.25,92,100,0.76
526,Khani,GE,2022-02-01 21:49:50,41.9563,42.9566,31.57,75,99,9.33
527,Moerai,PF,2022-02-01 21:49:50,-22.4333,-151.3333,80.29,75,37,17.25
528,Gemena,CD,2022-02-01 21:49:51,3.25,19.7667,79.54,24,74,3.09
529,Viedma,AR,2022-02-01 21:49:51,-40.8135,-62.9967,81.97,27,13,5.23
530,Tucuman,AR,2022-02-01 21:49:52,-26.8241,-65.2226,89.6,45,40,4.61
531,Amahai,ID,2022-02-01 21:49:52,-3.3333,128.9167,77.88,81,97,5.75
532,Chikola,RU,2022-02-01 21:49:53,43.1906,43.9209,32.85,83,90,5.12
533,Aykhal,RU,2022-02-01 21:49:53,66.0,111.5,-22.41,100,10,3.29
534,Karpathos,GR,2022-02-01 21:49:54,35.507,27.2132,58.96,77,100,21.85
535,Rio Brilhante,BR,2022-02-01 21:49:54,-21.8019,-54.5464,77.13,74,100,4.88
536,Fairbanks,US,2022-02-01 21:47:17,64.8378,-147.7164,0.91,75,20,0.0
537,Mae Ramat,TH,2022-02-01 21:49:55,16.984,98.5166,56.39,65,84,1.92
538,Osa,RU,2022-02-01 21:49:55,57.2829,55.4567,29.55,90,100,13.13
539,Huarmey,PE,2022-02-01 21:49:56,-10.0681,-78.1522,74.37,74,100,9.26
540,Paramonga,PE,2022-02-01 21:49:56,-10.6667,-77.8333,73.92,74,71,9.22
541,Kirakira,SB,2022-02-01 21:49:57,-10.4544,161.9205,82.83,77,74,3.58
542,Kapiri Mposhi,ZM,2022-02-01 21:49:58,-13.9652,28.6809,62.49,97,42,3.78
543,Shasta Lake,US,2022-02-01 21:49:58,40.6804,-122.3708,56.86,26,0,5.01
544,Gainesville,US,2022-02-01 21:45:06,29.6516,-82.3248,71.85,42,0,10.36
545,Fort Nelson,CA,2022-02-01 21:45:08,58.8053,-122.7002,-9.81,77,20,2.3
546,Victor Harbor,AU,2022-02-01 21:49:59,-35.5667,138.6167,61.0,61,82,1.99
547,Kushima,JP,2022-02-01 21:51:00,31.4583,131.2333,39.24,67,88,4.81
548,Tucuma,BR,2022-02-01 21:47:00,-0.1833,-50.05,75.76,92,50,6.02
549,Olinda,BR,2022-02-01 21:47:32,-8.0089,-34.8553,82.13,74,20,5.75
550,Bud,US,2022-02-01 21:51:01,39.447,-86.1758,60.89,74,99,12.55
551,Ulladulla,AU,2022-02-01 21:51:01,-35.35,150.4667,67.77,88,100,12.19
552,Rehoboth,NA,2022-02-01 21:51:02,-23.3167,17.0833,68.79,77,100,10.78
553,Shaturtorf,RU,2022-02-01 21:51:02,55.5672,39.4169,17.67,95,98,8.16
554,Bulgan,MN,2022-02-01 21:51:02,48.8125,103.5347,-8.73,86,23,4.23
555,Nemuro,JP,2022-02-01 21:51:03,43.3236,145.575,22.73,75,12,16.73
556,Manokwari,ID,2022-02-01 21:51:04,-0.8667,134.0833,77.59,81,100,4.88
557,Shaunavon,CA,2022-02-01 21:51:04,49.6501,-108.4181,-4.22,88,100,12.82
558,Verkhnyaya Inta,RU,2022-02-01 21:51:05,65.9811,60.3094,-0.69,89,43,6.76
559,Acarau,BR,2022-02-01 21:51:05,-2.8856,-40.12,80.53,78,100,15.77
560,Canete,CL,2022-02-01 21:51:06,-37.8,-73.4,66.47,67,1,6.85
561,Bandar-E Lengeh,IR,2022-02-01 21:51:06,26.5579,54.8807,69.91,68,0,9.22
562,Farnham,GB,2022-02-01 21:51:07,51.2143,-0.7959,52.77,77,75,10.0
563,Hasaki,JP,2022-02-01 21:51:07,35.7333,140.8333,34.2,51,0,21.05
564,Bantacan,PH,2022-02-01 21:51:08,7.604,126.1298,71.22,96,100,2.44
565,Zyryanka,RU,2022-02-01 21:51:08,65.75,150.85,-12.06,93,99,10.36
566,Sorgun,TR,2022-02-01 21:51:09,39.8101,35.186,23.81,97,55,3.76
567,Bradford,GB,2022-02-01 21:51:09,53.7939,-1.7521,50.23,80,75,19.57
568,Phalombe,MW,2022-02-01 21:51:10,-15.8064,35.6507,66.96,92,0,1.5
569,Kavaratti,IN,2022-02-01 21:51:10,10.5669,72.642,79.84,71,2,10.02
570,Carauari,BR,2022-02-01 21:51:11,-4.8828,-66.8958,79.41,86,93,2.82
571,Baruun-Urt,MN,2022-02-01 21:51:11,46.6806,113.2792,-12.08,95,6,5.19
572,College,US,2022-02-01 21:51:12,64.8569,-147.8028,0.9,75,20,0.0
573,Henties Bay,NA,2022-02-01 21:49:54,-22.116,14.2845,69.85,79,6,2.68
574,Palembang,ID,2022-02-01 21:48:22,-2.9167,104.7458,73.49,100,40,8.05
575,Yinchuan,CN,2022-02-01 21:51:13,38.4681,106.2731,17.24,22,1,1.74
576,Harper,LR,2022-02-01 21:51:14,4.375,-7.7169,79.34,80,51,6.49
577,Hoima,UG,2022-02-01 21:51:14,1.4356,31.3436,74.46,42,100,2.84
578,Port Augusta,AU,2022-02-01 21:51:15,-32.5,137.7667,60.94,41,99,16.87
579,Caravelas,BR,2022-02-01 21:51:15,-17.7125,-39.2481,79.02,85,64,7.4
580,Najran,SA,2022-02-01 21:51:16,17.4924,44.1277,68.65,38,3,3.58
581,Kieta,PG,2022-02-01 21:51:16,-6.2167,155.6333,82.36,80,100,7.67
